"","alt.src","ym","gov.gold","last","end"
"1","al-Aqsa Martyrs' Brigades","2001-06-01",-3.5,"2001-06-01","2014-04-19"
"2","al-Aqsa Martyrs' Brigades","2001-07-01",-3.5,"2001-06-01","2014-04-19"
"3","al-Aqsa Martyrs' Brigades","2001-08-01",-5,"2001-06-01","2014-04-19"
"4","al-Aqsa Martyrs' Brigades","2001-09-01",-5,"2001-06-01","2014-04-19"
"5","al-Aqsa Martyrs' Brigades","2001-10-01",-5,"2001-06-01","2014-04-19"
"6","al-Aqsa Martyrs' Brigades","2001-11-01",-5,"2001-06-01","2014-04-19"
"7","al-Aqsa Martyrs' Brigades","2001-12-01",-5,"2001-06-01","2014-04-19"
"8","al-Aqsa Martyrs' Brigades","2002-01-01",-10,"2001-08-01","2014-04-19"
"9","al-Aqsa Martyrs' Brigades","2002-02-01",-10,"2001-08-01","2014-04-19"
"10","al-Aqsa Martyrs' Brigades","2002-03-01",-5.858824,"2002-01-01","2014-04-19"
"11","al-Aqsa Martyrs' Brigades","2002-04-01",-5.858824,"2002-01-01","2014-04-19"
"12","al-Aqsa Martyrs' Brigades","2002-05-01",-5,"2002-03-01","2014-04-19"
"13","al-Aqsa Martyrs' Brigades","2002-06-01",-5,"2002-05-01","2014-04-19"
"14","al-Aqsa Martyrs' Brigades","2002-07-01",-5.5,"2002-06-01","2014-04-19"
"15","al-Aqsa Martyrs' Brigades","2002-08-01",-5.5,"2002-06-01","2014-04-19"
"16","al-Aqsa Martyrs' Brigades","2002-09-01",-4,"2002-07-01","2014-04-19"
"17","al-Aqsa Martyrs' Brigades","2002-10-01",-4.666667,"2002-09-01","2014-04-19"
"18","al-Aqsa Martyrs' Brigades","2002-11-01",-4.666667,"2002-09-01","2014-04-19"
"19","al-Aqsa Martyrs' Brigades","2002-12-01",-4.666667,"2002-10-01","2014-04-19"
"20","al-Aqsa Martyrs' Brigades","2003-01-01",-10,"2002-12-01","2014-04-19"
"21","al-Aqsa Martyrs' Brigades","2003-02-01",-10,"2002-12-01","2014-04-19"
"22","al-Aqsa Martyrs' Brigades","2003-03-01",-10,"2002-12-01","2014-04-19"
"23","al-Aqsa Martyrs' Brigades","2003-04-01",-2.5,"2003-01-01","2014-04-19"
"24","al-Aqsa Martyrs' Brigades","2003-05-01",-9,"2003-04-01","2014-04-19"
"25","al-Aqsa Martyrs' Brigades","2003-06-01",-10,"2003-05-01","2014-04-19"
"26","al-Aqsa Martyrs' Brigades","2003-07-01",-10,"2003-06-01","2014-04-19"
"27","al-Aqsa Martyrs' Brigades","2003-08-01",-9.5,"2003-07-01","2014-04-19"
"28","al-Aqsa Martyrs' Brigades","2003-09-01",-0.8,"2003-08-01","2014-04-19"
"29","al-Aqsa Martyrs' Brigades","2003-10-01",-9,"2003-09-01","2014-04-19"
"30","al-Aqsa Martyrs' Brigades","2003-11-01",-9,"2003-09-01","2014-04-19"
"31","al-Aqsa Martyrs' Brigades","2003-12-01",-2,"2003-10-01","2014-04-19"
"32","al-Aqsa Martyrs' Brigades","2004-01-01",-10,"2003-12-01","2014-04-19"
"33","al-Aqsa Martyrs' Brigades","2004-02-01",-10,"2004-01-01","2014-04-19"
"34","al-Aqsa Martyrs' Brigades","2004-03-01",-6.666667,"2004-02-01","2014-04-19"
"35","al-Aqsa Martyrs' Brigades","2004-04-01",-6.666667,"2004-02-01","2014-04-19"
"36","al-Aqsa Martyrs' Brigades","2004-05-01",-5.6,"2004-03-01","2014-04-19"
"37","al-Aqsa Martyrs' Brigades","2004-06-01",-4.171429,"2004-05-01","2014-04-19"
"38","al-Aqsa Martyrs' Brigades","2004-07-01",-6.666667,"2004-06-01","2014-04-19"
"39","al-Aqsa Martyrs' Brigades","2004-08-01",-10,"2004-07-01","2014-04-19"
"40","al-Aqsa Martyrs' Brigades","2004-09-01",-6.666667,"2004-08-01","2014-04-19"
"41","al-Aqsa Martyrs' Brigades","2004-10-01",-6.666667,"2004-08-01","2014-04-19"
"42","al-Aqsa Martyrs' Brigades","2004-12-01",-1.4,"2004-11-01","2014-04-19"
"43","al-Aqsa Martyrs' Brigades","2005-01-01",-9,"2004-12-01","2014-04-19"
"44","al-Aqsa Martyrs' Brigades","2005-02-01",-3.333333,"2005-01-01","2014-04-19"
"45","al-Aqsa Martyrs' Brigades","2005-03-01",-3.333333,"2005-01-01","2014-04-19"
"46","al-Aqsa Martyrs' Brigades","2005-04-01",-3.333333,"2005-01-01","2014-04-19"
"47","al-Aqsa Martyrs' Brigades","2005-05-01",-3.333333,"2005-01-01","2014-04-19"
"48","al-Aqsa Martyrs' Brigades","2005-06-01",-4.4,"2005-02-01","2014-04-19"
"49","al-Aqsa Martyrs' Brigades","2005-07-01",-8.5,"2005-06-01","2014-04-19"
"50","al-Aqsa Martyrs' Brigades","2005-08-01",-8.5,"2005-06-01","2014-04-19"
"51","al-Aqsa Martyrs' Brigades","2005-09-01",-8.5,"2005-06-01","2014-04-19"
"52","al-Aqsa Martyrs' Brigades","2005-12-01",-10,"2005-11-01","2014-04-19"
"53","al-Aqsa Martyrs' Brigades","2006-01-01",-10,"2005-12-01","2014-04-19"
"54","al-Aqsa Martyrs' Brigades","2006-02-01",-10,"2006-01-01","2014-04-19"
"55","al-Aqsa Martyrs' Brigades","2006-03-01",-10,"2006-02-01","2014-04-19"
"56","al-Aqsa Martyrs' Brigades","2006-04-01",-10,"2006-03-01","2014-04-19"
"57","al-Aqsa Martyrs' Brigades","2006-05-01",-10,"2006-04-01","2014-04-19"
"58","al-Aqsa Martyrs' Brigades","2006-06-01",-7.2,"2006-05-01","2014-04-19"
"59","al-Aqsa Martyrs' Brigades","2006-07-01",-7.2,"2006-05-01","2014-04-19"
"60","al-Aqsa Martyrs' Brigades","2006-08-01",-10,"2006-06-01","2014-04-19"
"61","al-Aqsa Martyrs' Brigades","2006-09-01",-10,"2006-08-01","2014-04-19"
"62","al-Aqsa Martyrs' Brigades","2006-10-01",-10,"2006-08-01","2014-04-19"
"63","al-Aqsa Martyrs' Brigades","2006-11-01",-10,"2006-09-01","2014-04-19"
"64","al-Aqsa Martyrs' Brigades","2006-12-01",-10,"2006-11-01","2014-04-19"
"65","al-Aqsa Martyrs' Brigades","2007-01-01",-0.2,"2006-12-01","2014-04-19"
"66","al-Aqsa Martyrs' Brigades","2007-02-01",-10,"2007-01-01","2014-04-19"
"67","al-Aqsa Martyrs' Brigades","2007-03-01",-8,"2007-02-01","2014-04-19"
"68","al-Aqsa Martyrs' Brigades","2007-04-01",-10,"2007-03-01","2014-04-19"
"69","al-Aqsa Martyrs' Brigades","2007-05-01",-10,"2007-04-01","2014-04-19"
"70","al-Aqsa Martyrs' Brigades","2007-06-01",-10,"2007-05-01","2014-04-19"
"71","al-Aqsa Martyrs' Brigades","2007-07-01",-10,"2007-06-01","2014-04-19"
"72","al-Aqsa Martyrs' Brigades","2007-08-01",-10,"2007-07-01","2014-04-19"
"73","al-Aqsa Martyrs' Brigades","2007-09-01",-10,"2007-08-01","2014-04-19"
"74","al-Aqsa Martyrs' Brigades","2007-10-01",-9.666667,"2007-09-01","2014-04-19"
"75","al-Aqsa Martyrs' Brigades","2007-11-01",-8,"2007-10-01","2014-04-19"
"76","al-Aqsa Martyrs' Brigades","2007-12-01",-10,"2007-11-01","2014-04-19"
"77","al-Aqsa Martyrs' Brigades","2008-01-01",-10,"2007-12-01","2014-04-19"
"78","al-Aqsa Martyrs' Brigades","2008-02-01",-10,"2008-01-01","2014-04-19"
"79","al-Aqsa Martyrs' Brigades","2008-03-01",-10,"2008-02-01","2014-04-19"
"80","al-Aqsa Martyrs' Brigades","2008-05-01",-10,"2008-04-01","2014-04-19"
"81","al-Aqsa Martyrs' Brigades","2008-06-01",-10,"2008-05-01","2014-04-19"
"82","al-Aqsa Martyrs' Brigades","2008-07-01",-10,"2008-05-01","2014-04-19"
"83","al-Aqsa Martyrs' Brigades","2008-08-01",-10,"2008-05-01","2014-04-19"
"84","al-Aqsa Martyrs' Brigades","2008-09-01",-10,"2008-05-01","2014-04-19"
"85","al-Aqsa Martyrs' Brigades","2008-10-01",-10,"2008-05-01","2014-04-19"
"86","al-Aqsa Martyrs' Brigades","2008-11-01",-10,"2008-06-01","2014-04-19"
"87","al-Aqsa Martyrs' Brigades","2008-12-01",-10,"2008-11-01","2014-04-19"
"88","al-Aqsa Martyrs' Brigades","2011-12-01",-7,"2011-01-01","2014-04-19"
"89","al-Aqsa Martyrs' Brigades","2012-03-01",-4,"2012-01-01","2014-04-19"
"90","al-Aqsa Martyrs' Brigades","2012-04-01",-4,"2012-01-01","2014-04-19"
"91","al-Aqsa Martyrs' Brigades","2012-05-01",-4,"2012-01-01","2014-04-19"
"92","al-Aqsa Martyrs' Brigades","2012-06-01",-4,"2012-01-01","2014-04-19"
"93","al-Aqsa Martyrs' Brigades","2012-07-01",-4,"2012-01-01","2014-04-19"
"94","al-Aqsa Martyrs' Brigades","2012-08-01",-4,"2012-01-01","2014-04-19"
"95","al-Aqsa Martyrs' Brigades","2012-09-01",-4,"2012-01-01","2014-04-19"
"96","al-Aqsa Martyrs' Brigades","2012-10-01",-4,"2012-01-01","2014-04-19"
"97","al-Aqsa Martyrs' Brigades","2012-11-01",-4,"2012-01-01","2014-04-19"
"98","al-Aqsa Martyrs' Brigades","2012-12-01",-4,"2012-03-01","2014-04-19"
"99","al-Aqsa Martyrs' Brigades","2013-01-01",-4,"2012-03-01","2014-04-19"
"100","al-Aqsa Martyrs' Brigades","2013-02-01",-4,"2012-03-01","2014-04-19"
"101","al-Aqsa Martyrs' Brigades","2013-03-01",-4,"2012-03-01","2014-04-19"
"102","al-Aqsa Martyrs' Brigades","2013-04-01",-4,"2012-03-01","2014-04-19"
"103","al-Aqsa Martyrs' Brigades","2013-05-01",-4,"2012-03-01","2014-04-19"
"104","al-Aqsa Martyrs' Brigades","2013-06-01",-4,"2012-03-01","2014-04-19"
"105","al-Aqsa Martyrs' Brigades","2013-07-01",-4,"2012-03-01","2014-04-19"
"106","al-Aqsa Martyrs' Brigades","2013-08-01",-4,"2012-03-01","2014-04-19"
"107","al-Aqsa Martyrs' Brigades","2013-09-01",-4,"2012-03-01","2014-04-19"
"108","al-Aqsa Martyrs' Brigades","2013-10-01",-4,"2012-03-01","2014-04-19"
"109","al-Aqsa Martyrs' Brigades","2013-11-01",-4,"2012-03-01","2014-04-19"
"110","al-Aqsa Martyrs' Brigades","2013-12-01",-4,"2012-03-01","2014-04-19"
"111","al-Aqsa Martyrs' Brigades","2014-01-01",-4,"2012-03-01","2014-04-19"
"112","al-Aqsa Martyrs' Brigades","2014-02-01",-4,"2012-03-01","2014-04-19"
"113","al-Aqsa Martyrs' Brigades","2014-03-01",-4,"2012-03-01","2014-04-19"
"114","Al-Quds","2008-04-01",-2,"2007-07-01","2014-01-19"
"115","Al-Quds","2008-05-01",-2,"2007-07-01","2014-01-19"
"116","Al-Quds","2008-06-01",-2,"2007-07-01","2014-01-19"
"117","Al-Quds","2008-07-01",-2,"2007-07-01","2014-01-19"
"118","Al-Quds","2008-08-01",-2,"2007-07-01","2014-01-19"
"119","Al-Quds","2008-09-01",-2,"2007-07-01","2014-01-19"
"120","Al-Quds","2008-10-01",-2,"2007-07-01","2014-01-19"
"121","Al-Quds","2008-11-01",-2,"2007-07-01","2014-01-19"
"122","Al-Quds","2008-12-01",-2,"2007-07-01","2014-01-19"
"123","Al-Quds","2009-01-01",-2,"2007-07-01","2014-01-19"
"124","Al-Quds","2009-02-01",-2,"2007-07-01","2014-01-19"
"125","Al-Quds","2009-03-01",-2,"2007-07-01","2014-01-19"
"126","Al-Quds","2009-04-01",-2,"2007-07-01","2014-01-19"
"127","Al-Quds","2009-05-01",-2,"2007-07-01","2014-01-19"
"128","Al-Quds","2009-06-01",-2,"2007-07-01","2014-01-19"
"129","Al-Quds","2009-07-01",-2,"2007-07-01","2014-01-19"
"130","Al-Quds","2009-12-01",-2,"2008-04-01","2014-01-19"
"131","Al-Quds","2010-01-01",-2,"2008-04-01","2014-01-19"
"132","Al-Quds","2010-02-01",-2,"2008-04-01","2014-01-19"
"133","Al-Quds","2010-03-01",-2,"2008-04-01","2014-01-19"
"134","Al-Quds","2010-04-01",-2,"2008-04-01","2014-01-19"
"135","Al-Quds","2014-01-01",-2,"2012-06-01","2014-01-19"
"136","Army of Islam","2014-08-01",-7,"2014-08-01","2014-08-19"
"137","Democratic Front for the Liberation of Palestine","1996-04-01",-2,"1996-02-01","2013-05-19"
"138","Democratic Front for the Liberation of Palestine","1997-02-01",-2,"1996-05-01","2013-05-19"
"139","Democratic Front for the Liberation of Palestine","1997-03-01",-2,"1996-05-01","2013-05-19"
"140","Democratic Front for the Liberation of Palestine","1997-04-01",-2,"1996-05-01","2013-05-19"
"141","Democratic Front for the Liberation of Palestine","1997-05-01",-2,"1996-05-01","2013-05-19"
"142","Democratic Front for the Liberation of Palestine","1997-06-01",-2,"1996-05-01","2013-05-19"
"143","Democratic Front for the Liberation of Palestine","1997-07-01",-2,"1996-05-01","2013-05-19"
"144","Democratic Front for the Liberation of Palestine","1997-08-01",-2,"1996-05-01","2013-05-19"
"145","Democratic Front for the Liberation of Palestine","1997-09-01",-2,"1996-05-01","2013-05-19"
"146","Democratic Front for the Liberation of Palestine","1997-10-01",-2,"1996-05-01","2013-05-19"
"147","Democratic Front for the Liberation of Palestine","1997-11-01",-2,"1996-05-01","2013-05-19"
"148","Democratic Front for the Liberation of Palestine","1997-12-01",-2,"1996-05-01","2013-05-19"
"149","Democratic Front for the Liberation of Palestine","1998-01-01",-2,"1996-05-01","2013-05-19"
"150","Democratic Front for the Liberation of Palestine","1998-02-01",-2,"1996-05-01","2013-05-19"
"151","Democratic Front for the Liberation of Palestine","1998-03-01",-2,"1996-05-01","2013-05-19"
"152","Democratic Front for the Liberation of Palestine","1998-04-01",-2,"1996-05-01","2013-05-19"
"153","Democratic Front for the Liberation of Palestine","1998-05-01",-2,"1996-05-01","2013-05-19"
"154","Democratic Front for the Liberation of Palestine","1999-02-01",-2,"1997-02-01","2013-05-19"
"155","Democratic Front for the Liberation of Palestine","1999-10-01",-2,"1999-09-01","2013-05-19"
"156","Democratic Front for the Liberation of Palestine","1999-11-01",-2,"1999-09-01","2013-05-19"
"157","Democratic Front for the Liberation of Palestine","1999-12-01",-2,"1999-09-01","2013-05-19"
"158","Democratic Front for the Liberation of Palestine","2000-01-01",-2,"1999-09-01","2013-05-19"
"159","Democratic Front for the Liberation of Palestine","2000-02-01",-2,"1999-09-01","2013-05-19"
"160","Democratic Front for the Liberation of Palestine","2000-03-01",-2,"1999-09-01","2013-05-19"
"161","Democratic Front for the Liberation of Palestine","2000-04-01",-2,"1999-09-01","2013-05-19"
"162","Democratic Front for the Liberation of Palestine","2000-05-01",-2,"1999-09-01","2013-05-19"
"163","Democratic Front for the Liberation of Palestine","2000-06-01",-2,"1999-09-01","2013-05-19"
"164","Democratic Front for the Liberation of Palestine","2000-07-01",-2,"1999-10-01","2013-05-19"
"165","Democratic Front for the Liberation of Palestine","2000-08-01",-2,"2000-07-01","2013-05-19"
"166","Democratic Front for the Liberation of Palestine","2000-09-01",-2,"2000-07-01","2013-05-19"
"167","Democratic Front for the Liberation of Palestine","2000-10-01",-2,"2000-08-01","2013-05-19"
"168","Democratic Front for the Liberation of Palestine","2000-11-01",-2,"2000-08-01","2013-05-19"
"169","Democratic Front for the Liberation of Palestine","2000-12-01",-2,"2000-08-01","2013-05-19"
"170","Democratic Front for the Liberation of Palestine","2001-01-01",-2,"2000-08-01","2013-05-19"
"171","Democratic Front for the Liberation of Palestine","2001-02-01",-2,"2000-08-01","2013-05-19"
"172","Democratic Front for the Liberation of Palestine","2001-03-01",-2,"2000-08-01","2013-05-19"
"173","Democratic Front for the Liberation of Palestine","2001-04-01",-2,"2000-08-01","2013-05-19"
"174","Democratic Front for the Liberation of Palestine","2001-05-01",-2,"2000-08-01","2013-05-19"
"175","Democratic Front for the Liberation of Palestine","2001-06-01",-2,"2000-08-01","2013-05-19"
"176","Democratic Front for the Liberation of Palestine","2001-07-01",-2,"2000-08-01","2013-05-19"
"177","Democratic Front for the Liberation of Palestine","2001-08-01",-2,"2000-08-01","2013-05-19"
"178","Democratic Front for the Liberation of Palestine","2001-09-01",-2,"2000-08-01","2013-05-19"
"179","Democratic Front for the Liberation of Palestine","2001-10-01",-2,"2000-08-01","2013-05-19"
"180","Democratic Front for the Liberation of Palestine","2001-11-01",-2,"2000-08-01","2013-05-19"
"181","Democratic Front for the Liberation of Palestine","2001-12-01",-2,"2000-08-01","2013-05-19"
"182","Democratic Front for the Liberation of Palestine","2002-01-01",-2,"2000-08-01","2013-05-19"
"183","Democratic Front for the Liberation of Palestine","2002-02-01",-2,"2000-08-01","2013-05-19"
"184","Democratic Front for the Liberation of Palestine","2002-03-01",-2,"2000-08-01","2013-05-19"
"185","Democratic Front for the Liberation of Palestine","2002-04-01",-2,"2000-08-01","2013-05-19"
"186","Democratic Front for the Liberation of Palestine","2002-05-01",-2,"2000-08-01","2013-05-19"
"187","Democratic Front for the Liberation of Palestine","2002-06-01",-2,"2000-10-01","2013-05-19"
"188","Democratic Front for the Liberation of Palestine","2002-07-01",-2,"2000-10-01","2013-05-19"
"189","Democratic Front for the Liberation of Palestine","2002-08-01",-2,"2002-06-01","2013-05-19"
"190","Democratic Front for the Liberation of Palestine","2002-09-01",-2,"2002-06-01","2013-05-19"
"191","Democratic Front for the Liberation of Palestine","2002-10-01",-2,"2002-06-01","2013-05-19"
"192","Democratic Front for the Liberation of Palestine","2002-11-01",-2,"2002-06-01","2013-05-19"
"193","Democratic Front for the Liberation of Palestine","2002-12-01",-2,"2002-08-01","2013-05-19"
"194","Democratic Front for the Liberation of Palestine","2003-01-01",-2,"2002-08-01","2013-05-19"
"195","Democratic Front for the Liberation of Palestine","2003-02-01",-2,"2002-08-01","2013-05-19"
"196","Democratic Front for the Liberation of Palestine","2003-03-01",-2,"2002-08-01","2013-05-19"
"197","Democratic Front for the Liberation of Palestine","2003-04-01",-2,"2002-08-01","2013-05-19"
"198","Democratic Front for the Liberation of Palestine","2003-07-01",-1.2,"2003-05-01","2013-05-19"
"199","Democratic Front for the Liberation of Palestine","2003-08-01",-1.2,"2003-05-01","2013-05-19"
"200","Democratic Front for the Liberation of Palestine","2003-09-01",-1.2,"2003-05-01","2013-05-19"
"201","Democratic Front for the Liberation of Palestine","2003-10-01",-1.2,"2003-05-01","2013-05-19"
"202","Democratic Front for the Liberation of Palestine","2003-11-01",-1.2,"2003-05-01","2013-05-19"
"203","Democratic Front for the Liberation of Palestine","2003-12-01",-1.2,"2003-07-01","2013-05-19"
"204","Democratic Front for the Liberation of Palestine","2004-01-01",-1.2,"2003-07-01","2013-05-19"
"205","Democratic Front for the Liberation of Palestine","2004-02-01",-1.2,"2003-07-01","2013-05-19"
"206","Democratic Front for the Liberation of Palestine","2004-03-01",-1.2,"2003-07-01","2013-05-19"
"207","Democratic Front for the Liberation of Palestine","2004-04-01",-1.2,"2003-07-01","2013-05-19"
"208","Democratic Front for the Liberation of Palestine","2004-05-01",-1.2,"2003-07-01","2013-05-19"
"209","Democratic Front for the Liberation of Palestine","2004-06-01",-1.2,"2003-07-01","2013-05-19"
"210","Democratic Front for the Liberation of Palestine","2004-07-01",-1.2,"2003-07-01","2013-05-19"
"211","Democratic Front for the Liberation of Palestine","2004-08-01",-1.2,"2003-07-01","2013-05-19"
"212","Democratic Front for the Liberation of Palestine","2004-09-01",-1.2,"2003-07-01","2013-05-19"
"213","Democratic Front for the Liberation of Palestine","2004-10-01",-1.2,"2003-07-01","2013-05-19"
"214","Democratic Front for the Liberation of Palestine","2004-11-01",-1.2,"2003-07-01","2013-05-19"
"215","Democratic Front for the Liberation of Palestine","2004-12-01",-1.2,"2003-07-01","2013-05-19"
"216","Democratic Front for the Liberation of Palestine","2005-01-01",-0.03333333,"2003-12-01","2013-05-19"
"217","Democratic Front for the Liberation of Palestine","2005-02-01",-0.03333333,"2003-12-01","2013-05-19"
"218","Democratic Front for the Liberation of Palestine","2005-03-01",-0.03333333,"2003-12-01","2013-05-19"
"219","Democratic Front for the Liberation of Palestine","2005-04-01",-0.03333333,"2003-12-01","2013-05-19"
"220","Democratic Front for the Liberation of Palestine","2005-05-01",-0.03333333,"2003-12-01","2013-05-19"
"221","Democratic Front for the Liberation of Palestine","2005-06-01",-0.03333333,"2003-12-01","2013-05-19"
"222","Democratic Front for the Liberation of Palestine","2005-07-01",-0.03333333,"2003-12-01","2013-05-19"
"223","Democratic Front for the Liberation of Palestine","2005-08-01",-0.03333333,"2005-01-01","2013-05-19"
"224","Democratic Front for the Liberation of Palestine","2005-09-01",-0.03333333,"2005-01-01","2013-05-19"
"225","Democratic Front for the Liberation of Palestine","2005-10-01",-0.03333333,"2005-01-01","2013-05-19"
"226","Democratic Front for the Liberation of Palestine","2005-11-01",-0.03333333,"2005-01-01","2013-05-19"
"227","Democratic Front for the Liberation of Palestine","2005-12-01",-0.03333333,"2005-01-01","2013-05-19"
"228","Democratic Front for the Liberation of Palestine","2006-01-01",-0.03333333,"2005-08-01","2013-05-19"
"229","Democratic Front for the Liberation of Palestine","2006-02-01",-0.03333333,"2005-08-01","2013-05-19"
"230","Democratic Front for the Liberation of Palestine","2006-03-01",-0.03333333,"2005-08-01","2013-05-19"
"231","Democratic Front for the Liberation of Palestine","2006-04-01",-0.03333333,"2005-08-01","2013-05-19"
"232","Democratic Front for the Liberation of Palestine","2006-05-01",-0.03333333,"2005-08-01","2013-05-19"
"233","Democratic Front for the Liberation of Palestine","2006-06-01",-0.03333333,"2005-08-01","2013-05-19"
"234","Democratic Front for the Liberation of Palestine","2006-07-01",-10,"2006-01-01","2013-05-19"
"235","Democratic Front for the Liberation of Palestine","2006-08-01",-10,"2006-01-01","2013-05-19"
"236","Democratic Front for the Liberation of Palestine","2006-09-01",-10,"2006-01-01","2013-05-19"
"237","Democratic Front for the Liberation of Palestine","2006-10-01",-10,"2006-01-01","2013-05-19"
"238","Democratic Front for the Liberation of Palestine","2006-11-01",-10,"2006-07-01","2013-05-19"
"239","Democratic Front for the Liberation of Palestine","2006-12-01",-10,"2006-07-01","2013-05-19"
"240","Democratic Front for the Liberation of Palestine","2007-01-01",-10,"2006-07-01","2013-05-19"
"241","Democratic Front for the Liberation of Palestine","2007-02-01",-10,"2006-11-01","2013-05-19"
"242","Democratic Front for the Liberation of Palestine","2007-03-01",-10,"2007-02-01","2013-05-19"
"243","Democratic Front for the Liberation of Palestine","2007-04-01",-10,"2007-02-01","2013-05-19"
"244","Democratic Front for the Liberation of Palestine","2007-05-01",-10,"2007-02-01","2013-05-19"
"245","Democratic Front for the Liberation of Palestine","2007-06-01",-10,"2007-02-01","2013-05-19"
"246","Democratic Front for the Liberation of Palestine","2007-07-01",-10,"2007-02-01","2013-05-19"
"247","Democratic Front for the Liberation of Palestine","2007-08-01",-10,"2007-03-01","2013-05-19"
"248","Democratic Front for the Liberation of Palestine","2007-09-01",-10,"2007-08-01","2013-05-19"
"249","Democratic Front for the Liberation of Palestine","2007-10-01",-10,"2007-09-01","2013-05-19"
"250","Democratic Front for the Liberation of Palestine","2007-11-01",-10,"2007-10-01","2013-05-19"
"251","Democratic Front for the Liberation of Palestine","2007-12-01",-10,"2007-11-01","2013-05-19"
"252","Democratic Front for the Liberation of Palestine","2008-01-01",-10,"2007-12-01","2013-05-19"
"253","Democratic Front for the Liberation of Palestine","2008-02-01",-10,"2008-01-01","2013-05-19"
"254","Democratic Front for the Liberation of Palestine","2008-03-01",-10,"2008-01-01","2013-05-19"
"255","Democratic Front for the Liberation of Palestine","2008-04-01",-10,"2008-01-01","2013-05-19"
"256","Democratic Front for the Liberation of Palestine","2008-05-01",-10,"2008-02-01","2013-05-19"
"257","Democratic Front for the Liberation of Palestine","2008-06-01",-10,"2008-02-01","2013-05-19"
"258","Democratic Front for the Liberation of Palestine","2008-07-01",-10,"2008-02-01","2013-05-19"
"259","Democratic Front for the Liberation of Palestine","2008-08-01",-10,"2008-02-01","2013-05-19"
"260","Democratic Front for the Liberation of Palestine","2008-09-01",-10,"2008-05-01","2013-05-19"
"261","Democratic Front for the Liberation of Palestine","2008-10-01",-10,"2008-05-01","2013-05-19"
"262","Democratic Front for the Liberation of Palestine","2008-11-01",-10,"2008-05-01","2013-05-19"
"263","Democratic Front for the Liberation of Palestine","2008-12-01",-10,"2008-05-01","2013-05-19"
"264","Democratic Front for the Liberation of Palestine","2009-01-01",-10,"2008-05-01","2013-05-19"
"265","Democratic Front for the Liberation of Palestine","2009-02-01",-10,"2008-05-01","2013-05-19"
"266","Democratic Front for the Liberation of Palestine","2009-03-01",-10,"2008-05-01","2013-05-19"
"267","Democratic Front for the Liberation of Palestine","2009-04-01",-10,"2008-05-01","2013-05-19"
"268","Democratic Front for the Liberation of Palestine","2009-05-01",-10,"2008-05-01","2013-05-19"
"269","Democratic Front for the Liberation of Palestine","2009-06-01",-10,"2008-05-01","2013-05-19"
"270","Democratic Front for the Liberation of Palestine","2009-07-01",-10,"2008-05-01","2013-05-19"
"271","Democratic Front for the Liberation of Palestine","2009-08-01",-10,"2008-05-01","2013-05-19"
"272","Democratic Front for the Liberation of Palestine","2009-09-01",-10,"2008-05-01","2013-05-19"
"273","Democratic Front for the Liberation of Palestine","2009-10-01",-10,"2008-05-01","2013-05-19"
"274","Democratic Front for the Liberation of Palestine","2009-11-01",-10,"2008-05-01","2013-05-19"
"275","Democratic Front for the Liberation of Palestine","2009-12-01",-10,"2008-05-01","2013-05-19"
"276","Democratic Front for the Liberation of Palestine","2010-01-01",-10,"2008-05-01","2013-05-19"
"277","Democratic Front for the Liberation of Palestine","2010-02-01",-10,"2008-05-01","2013-05-19"
"278","Democratic Front for the Liberation of Palestine","2010-03-01",-10,"2008-05-01","2013-05-19"
"279","Democratic Front for the Liberation of Palestine","2010-04-01",-10,"2008-05-01","2013-05-19"
"280","Democratic Front for the Liberation of Palestine","2010-05-01",-10,"2008-05-01","2013-05-19"
"281","Democratic Front for the Liberation of Palestine","2010-11-01",-2,"2010-09-01","2013-05-19"
"282","Democratic Front for the Liberation of Palestine","2010-12-01",-2,"2010-09-01","2013-05-19"
"283","Democratic Front for the Liberation of Palestine","2011-01-01",-2,"2010-09-01","2013-05-19"
"284","Democratic Front for the Liberation of Palestine","2011-02-01",-2,"2010-09-01","2013-05-19"
"285","Democratic Front for the Liberation of Palestine","2011-03-01",-8,"2010-11-01","2013-05-19"
"286","Democratic Front for the Liberation of Palestine","2011-04-01",-8,"2010-11-01","2013-05-19"
"287","Democratic Front for the Liberation of Palestine","2011-05-01",-8,"2010-11-01","2013-05-19"
"288","Democratic Front for the Liberation of Palestine","2011-06-01",-8,"2010-11-01","2013-05-19"
"289","Democratic Front for the Liberation of Palestine","2011-07-01",-8,"2010-11-01","2013-05-19"
"290","Democratic Front for the Liberation of Palestine","2011-08-01",-8,"2010-11-01","2013-05-19"
"291","Democratic Front for the Liberation of Palestine","2011-09-01",-8,"2010-11-01","2013-05-19"
"292","Democratic Front for the Liberation of Palestine","2011-10-01",-8,"2010-11-01","2013-05-19"
"293","Democratic Front for the Liberation of Palestine","2011-11-01",-8,"2010-11-01","2013-05-19"
"294","Democratic Front for the Liberation of Palestine","2011-12-01",-8,"2010-11-01","2013-05-19"
"295","Democratic Front for the Liberation of Palestine","2012-01-01",-8,"2010-11-01","2013-05-19"
"296","Democratic Front for the Liberation of Palestine","2012-02-01",-8,"2011-03-01","2013-05-19"
"297","Democratic Front for the Liberation of Palestine","2012-03-01",-8,"2011-03-01","2013-05-19"
"298","Democratic Front for the Liberation of Palestine","2012-04-01",-8,"2011-03-01","2013-05-19"
